"longitude","latitude","type","url","record","observation_type","scientific_name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A9697/","UCMP:V:9697","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V9697&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:44:25.814391"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A9735/","UCMP:V:9735","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V9735&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:44:29.377198"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A9792/","UCMP:V:9792","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V9792&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:44:39.818860"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A9805/","UCMP:V:9805","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V9805&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:44:40.172289"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10066/","UCMP:V:10066","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10066&one=T","Samwel Cave 3","1000","Furlong, E.L.","2014-10-14T16:44:46.005166"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10083/","UCMP:V:10083","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10083&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:44:46.443997"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10084/","UCMP:V:10084","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10084&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:44:46.469959"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10085/","UCMP:V:10085","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10085&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:44:46.495158"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10135/","UCMP:V:10135","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10135&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:44:47.607158"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10217/","UCMP:V:10217","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10217&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:49.648343"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10218/","UCMP:V:10218","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10218&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:49.673691"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10225/","UCMP:V:10225","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10225&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:49.859615"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10237/","UCMP:V:10237","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10237&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:50.111672"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10241/","UCMP:V:10241","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10241&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:50.239247"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10250/","UCMP:V:10250","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10250&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:50.533439"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10271/","UCMP:V:10271","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10271&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:51.189067"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A10272/","UCMP:V:10272","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V10272&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:44:51.224615"
-150.3361,60.4158,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4383/","MVZ:Mamm:4383","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4383","Lake Skilak, Kenai Peninsula","12457","Collector(s): A. Seale","2015-02-05T04:23:44.366014"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A33208/","UCMP:V:33208","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V33208&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:54:58.295121"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A35702/","UCMP:V:35702","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V35702&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:56:17.524757"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A35703/","UCMP:V:35703","fossil","Ursus arctos","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V35703&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:56:17.547806"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A35704/","UCMP:V:35704","fossil","Ursus arctos","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V35704&one=T","Samwell Cave 1","1000","Furlong, E.L.","2014-10-14T16:56:17.582828"
-112.5683,37.2587,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1335%2B3153%2B0672%2B0118%3A1/","CalPhotos:1335+3153+0672+0118:1","photo","Ursus americanus","United States","Utah",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=118272&one=T","Colorado Plateau, Zion National Park, near","1000","","2014-10-17T10:47:32.017227"
-112.5683,37.2587,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1335%2B3153%2B0672%2B0120%3A1/","CalPhotos:1335+3153+0672+0120:1","photo","Ursus arctos","United States","Utah",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=118274&one=T","Colorado Plateau, Zion National Park, near","1000","","2014-10-17T10:48:24.441867"
-112.5683,37.2587,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1335%2B3153%2B0672%2B0121%3A1/","CalPhotos:1335+3153+0672+0121:1","photo","Ursus arctos","United States","Utah",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=118275&one=T","Colorado Plateau, Zion National Park, near","1000","","2014-10-17T10:51:59.613850"
-112.5683,37.2587,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1335%2B3153%2B0672%2B0119%3A1/","CalPhotos:1335+3153+0672+0119:1","photo","Ursus americanus","United States","Utah",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=118273&one=T","Colorado Plateau, Zion National Park, near","1000","","2014-10-17T10:55:53.326783"
-149.4758,68.1294,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1351%2B3163%2B4284%2B0009%3A1/","CalPhotos:1351+3163+4284+0009:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=204422&one=T","Atigun Pass Area, Brook's Range","1000","","2014-10-17T11:01:08.286250"
-131.8697,56.1676,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1351%2B3163%2B4284%2B0013%3A1/","CalPhotos:1351+3163+4284+0013:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=204432&one=T","Tongass National Forest, Anan Creek","1000","","2014-10-17T11:01:08.445765"
-110.6049,44.6218,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1351%2B3163%2B4284%2B0027%3A1/","CalPhotos:1351+3163+4284+0027:1","photo","Ursus americanus","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=204446&one=T","Yellowstone National Park","1000","","2014-10-17T11:01:08.899673"
-110.6049,44.6218,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B1109%2B0180%3A1/","CalPhotos:6666+6666+1109+0180:1","photo","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=301678&one=T","Yellowstone National Park","1000","","2014-10-17T11:08:52.973408"
-110.6049,44.6218,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0310%2B0119%3A1/","CalPhotos:6666+6666+0310+0119:1","photo","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=315299&one=T","Yellowstone National Park","1000","","2014-10-17T11:10:56.134153"
-113.7063,48.7421,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A0091%2B3183%2B0987%2B0051%3A1/","CalPhotos:0091+3183+0987+0051:1","photo","Ursus arctos","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=31334&one=T","Glacier National Park","1000","","2014-10-17T10:53:53.732815"
-113.7063,48.7421,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A0091%2B3183%2B0986%2B0016%3A1/","CalPhotos:0091+3183+0986+0016:1","photo","Ursus arctos","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=31169&one=T","Glacier National Park","1000","","2014-10-17T10:54:21.802177"
-119.5992,37.7366,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A215960/","MVZ:Mamm:215960","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:215960","Yosemite Valley, Yosemite National Park","6437","Collector(s): David M. Graber","2015-02-05T01:29:53.844549"
-113.9577,45.8425,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A78127/","MVZ:Mamm:78127","specimen","Ursus americanus ssp.","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:78127","near Hamilton","19337","Collector(s): William L. Jellison","2015-02-05T02:05:29.829334"
-134.2898,57.7127,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A218/","MVZ:Mamm:218","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:218","Hasselborg Lake, Admiralty Island, Alexander Archipelago","7468","Collector(s): Annie M. Alexander, Allen E. Hasselborg","2015-02-05T06:29:24.532370"
-134.3333,57.743,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A0072%2B3301%2B1163%2B0134%3A1/","CalPhotos:0072+3301+1163+0134:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=30486&one=T","Admiralty Island","1000","","2014-06-02T13:31:39.306193"
-114.315,48.1965,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A8030%2B3192%2B4155%2B0027%3A1/","CalPhotos:8030+3192+4155+0027:1","photo","Ursus americanus","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=1183&one=T","Kalispell, MT","1000","","2014-06-02T13:33:56.522524"
-114.315,48.1965,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A8030%2B3192%2B4155%2B0026%3A1/","CalPhotos:8030+3192+4155+0026:1","photo","Ursus americanus","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=1185&one=T","Kalispell, MT","1000","","2014-06-02T13:37:46.165308"
-110.6049,44.6218,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A0091%2B3183%2B0986%2B0015%3A1/","CalPhotos:0091+3183+0986+0015:1","photo","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=31168&one=T","Yellowstone National Park","1000","","2014-06-02T13:38:34.190364"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0009%3A1/","CalPhotos:6666+6666+0209+0009:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273695&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.326829"
-154.8989,58.5765,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0001%3A1/","CalPhotos:6666+6666+0209+0001:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273686&one=T","Katmai National Park","1000","","2014-06-02T13:50:15.914415"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0002%3A1/","CalPhotos:6666+6666+0209+0002:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273688&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:15.982092"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0003%3A1/","CalPhotos:6666+6666+0209+0003:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273689&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.024035"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0004%3A1/","CalPhotos:6666+6666+0209+0004:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273690&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.066278"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0005%3A1/","CalPhotos:6666+6666+0209+0005:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273691&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.125757"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0006%3A1/","CalPhotos:6666+6666+0209+0006:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273692&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.167451"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0007%3A1/","CalPhotos:6666+6666+0209+0007:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273693&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.226013"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0008%3A1/","CalPhotos:6666+6666+0209+0008:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273694&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.267706"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0010%3A1/","CalPhotos:6666+6666+0209+0010:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273696&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.385384"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0011%3A1/","CalPhotos:6666+6666+0209+0011:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273697&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.443780"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0012%3A1/","CalPhotos:6666+6666+0209+0012:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273698&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.535822"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0013%3A1/","CalPhotos:6666+6666+0209+0013:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273699&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.619282"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0014%3A1/","CalPhotos:6666+6666+0209+0014:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273700&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.677941"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0015%3A1/","CalPhotos:6666+6666+0209+0015:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273701&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.736696"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0016%3A1/","CalPhotos:6666+6666+0209+0016:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273702&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.795281"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0017%3A1/","CalPhotos:6666+6666+0209+0017:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273704&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.853995"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0018%3A1/","CalPhotos:6666+6666+0209+0018:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273705&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.912938"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0019%3A1/","CalPhotos:6666+6666+0209+0019:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273706&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:16.971269"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0020%3A1/","CalPhotos:6666+6666+0209+0020:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273707&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:17.038364"
-155.786,58.5527,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0209%2B0021%3A1/","CalPhotos:6666+6666+0209+0021:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=273708&one=T","Katmai National Park, Brooks River","1000","","2014-06-02T13:50:17.097144"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A0000%2B0000%2B0609%2B3646%3A1/","CalPhotos:0000+0000+0609+3646:1","photo","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=288944&one=T","",NA,"","2014-06-02T13:52:59.529631"
-110.6049,44.6218,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B1109%2B0179%3A1/","CalPhotos:6666+6666+1109+0179:1","photo","Ursus americanus","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=301677&one=T","Yellowstone National Park","1000","","2014-06-02T13:54:54.749754"
-133.9208,56.9689,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0112%2B0025%3A1/","CalPhotos:6666+6666+0112+0025:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=398602&one=T","Kake","1000","","2014-06-02T14:05:52.107315"
-133.9208,56.9689,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0112%2B0026%3A1/","CalPhotos:6666+6666+0112+0026:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=398603&one=T","Kake","1000","","2014-06-02T14:05:52.232752"
-133.9208,56.9689,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0112%2B0020%3A1/","CalPhotos:6666+6666+0112+0020:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=398597&one=T","Kake","1000","","2014-06-02T14:05:51.872324"
-133.9208,56.9689,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0112%2B0024%3A1/","CalPhotos:6666+6666+0112+0024:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=398601&one=T","Kake","1000","","2014-06-02T14:05:52.057074"
-133.9208,56.9689,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A6666%2B6666%2B0112%2B0023%3A1/","CalPhotos:6666+6666+0112+0023:1","photo","Ursus americanus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=398600&one=T","Kake","1000","","2014-06-02T14:05:52.014676"
